experiment_name,timestamp,git_sha,git_branch,status,faithfulness_mean,faithfulness_std,answer_relevancy_mean,answer_relevancy_std,context_precision_mean,context_recall_mean,recall_at_k,precision_at_k,mrr,hit_at_1,hit_at_3,latency_mean_ms,latency_p95_ms,redirect_accuracy,source_coverage,product_match_accuracy,config_retrieval_strategy,config_hybrid_alpha,config_use_reranking,config_use_query_enhancement,config_query_enhancement_method,config_top_k,config_llm_provider,config_llm_model
gemini_flashlite,2026-06-07T17:41:55.710509,unknown,unknown,success,0.5698579568333066,0.35748832109480483,0.6108626170285293,0.3926040759885078,0.5947916666104687,0.6645833333333333,0.7753623188405797,0.1855072463768115,0.7657004830917875,0.7536231884057971,0.782608695652174,4078.2642483711243,6044.904136657714,1.0,0.8125,0.8484848484848485,hybrid,0.5,True,True,hyde,5,gemini,gemini-2.5-flash-lite
